Identifiant du message;Date et heure de la publication;Date de début;Date de fin prévisionnelle;Type d'indisponibilité;Filière de production;Type d'évènement;Nom du groupe ou de la centrale de production;Code EIC du groupe ou de la centrale de production;Société;Code EIC de la société;Capacité installée;Capacité disponible;Capacité indisponible;Cause de l'arrêt;Remarques;Statut;Unité de mesure;Code localisation
04424_1360724866406-21300_001;13/02/2013 04:09;13/02/2013 04:00;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 3;17W100P100P0084D;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1360790571015-67000_002;13/02/2013 22:24;13/02/2013 22:00;13/02/2013 22:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;CHEYLAS 2;17W100P100P0057G;EDF;17X100A100R00182;259;0;259;Non encore déterminée;-;Annulée;MW;10YFR-RTE------C
04424_1360790571015-67000_001;13/02/2013 22:24;13/02/2013 22:00;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;CHEYLAS 2;17W100P100P0057G;EDF;17X100A100R00182;259;0;259;Barrage - Ouvrages hydrauliques;-;Inactive;MW;10YFR-RTE------C
04424_1360790985656-27300_001;13/02/2013 22:30;13/02/2013 22:00;;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;VILLARODIN 2;17W100P100P00885;EDF;17X100A100R00182;180;0;180;;-;Active;MW;10YFR-RTE------C
04424_20130213T1520570000_003;13/02/2013 15:20;17/02/2013 03:00;17/02/2013 17:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 3;17W100P100P0014Y;EDF;17X100A100R00182;250;0;250;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_20130213T1520570000_002;13/02/2013 15:20;17/02/2013 03:00;18/02/2013 03:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 3;17W100P100P0014Y;EDF;17X100A100R00182;250;0;250;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20130213T1520570000_001;13/02/2013 15:20;17/02/2013 03:00;18/02/2013 03:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 3;17W100P100P0014Y;EDF;17X100A100R00182;250;0;250;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
7W100P100P0006X1302130727_002;13/02/2013 07:29;13/02/2013 07:27;15/02/2013 06:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HORNAING;17W100P100P0006X;GAZEL ENERGIE;17X100A100R0056V;240;0;240;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0006X1302130727_001;13/02/2013 07:29;13/02/2013 07:27;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HORNAING;17W100P100P0006X;GAZEL ENERGIE;17X100A100R0056V;240;0;240;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R1302130856_002;13/02/2013 08:57;13/02/2013 08:56;13/02/2013 15:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
7W100P100P0009R1302130856_001;13/02/2013 08:57;13/02/2013 08:56;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
COMBICC120130213132500000_003;13/02/2013 14:32;13/02/2013 14:25;20/02/2013 18:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Divers;-;Active;MW;10YFR-RTE------C
COMBICC120130213132500000_002;13/02/2013 14:32;13/02/2013 14:25;20/02/2013 23:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Divers;-;Inactive;MW;10YFR-RTE------C
COMBICC120130213132500000_001;13/02/2013 14:32;13/02/2013 14:25;16/02/2013 00:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Divers;-;Inactive;MW;10YFR-RTE------C
04424_1360882174492-10100_002;14/02/2013 23:50;14/02/2013 23:46;15/02/2013 00:50;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 8;17W100P100P0068B;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1360882174492-10100_001;14/02/2013 23:50;14/02/2013 23:46;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 8;17W100P100P0068B;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_2001500000000000000_002;14/02/2013 04:29;14/02/2013 04:25;14/02/2013 09:20;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;0;580;;-;Active;MW;10YFR-RTE------C
04424_2001500000000000000_001;14/02/2013 04:29;14/02/2013 04:25;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;0;580;;-;Inactive;MW;10YFR-RTE------C
04424_2001600000000000000_002;14/02/2013 04:34;14/02/2013 04:25;23/02/2013 00:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;MARTIGUES PONTEAU 5;17W100P100P0174C;EDF;17X100A100R00182;465;0;465;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_2001600000000000000_001;14/02/2013 04:34;14/02/2013 04:25;;Indisponibilité fortuite;Gaz;Indisponibilité de production;MARTIGUES PONTEAU 5;17W100P100P0174C;EDF;17X100A100R00182;465;0;465;;-;Inactive;MW;10YFR-RTE------C
04424_20130214T0047570000_001;14/02/2013 00:47;12/02/2013 18:45;14/02/2013 00:34;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CRUAS 2;17W100P100P0116Q;EDF;17X100A100R00182;915;350;565;;-;Active;MW;10YFR-RTE------C
04424_20130214T1229220000_002;14/02/2013 12:29;16/02/2013 00:00;19/02/2013 12:00;Indisponibilité fortuite;Fioul;Indisponibilité de production;PORCHEVILLE 1;17W100P100P0042T;EDF;17X100A100R00182;585;0;585;Divers;-;Active;MW;10YFR-RTE------C
04424_20130214T1229220000_001;14/02/2013 12:29;16/02/2013 00:00;19/02/2013 18:00;Indisponibilité fortuite;Fioul;Indisponibilité de production;PORCHEVILLE 1;17W100P100P0042T;EDF;17X100A100R00182;585;0;585;Divers;-;Inactive;MW;10YFR-RTE------C
7W100P100P000241402131015_001;14/02/2013 10:16;14/02/2013 10:15;14/02/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 4;17W100P100P00024;GAZEL ENERGIE;17X100A100R0056V;115;0;115;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0008T1502130643_002;15/02/2013 06:43;15/02/2013 06:43;15/02/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;0;230;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0008T1502130643_001;15/02/2013 06:43;15/02/2013 06:43;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;0;230;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1361017465445-16600_003;16/02/2013 13:25;16/02/2013 13:19;16/02/2013 14:50;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Auxiliaires;-;Active;MW;10YFR-RTE------C
04424_1361017465445-16600_002;16/02/2013 13:25;16/02/2013 13:19;16/02/2013 14:50;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_1361017465445-16600_001;16/02/2013 13:25;16/02/2013 13:19;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1361017778664-16500_003;16/02/2013 13:46;16/02/2013 13:27;16/02/2013 14:20;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1361017778664-16500_002;16/02/2013 13:46;16/02/2013 13:27;16/02/2013 14:20;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1361017778664-16500_001;16/02/2013 13:46;16/02/2013 13:27;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
7W100P100P000241602131635_002;16/02/2013 16:37;16/02/2013 16:35;16/02/2013 21:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 4;17W100P100P00024;GAZEL ENERGIE;17X100A100R0056V;115;0;115;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
7W100P100P000241602131635_001;16/02/2013 16:37;16/02/2013 16:35;16/02/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 4;17W100P100P00024;GAZEL ENERGIE;17X100A100R0056V;115;0;115;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_1361071617421-16500_003;17/02/2013 04:28;17/02/2013 03:54;17/02/2013 07:25;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1361071617421-16500_002;17/02/2013 04:28;17/02/2013 03:54;17/02/2013 07:25;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1361071617421-16500_001;17/02/2013 04:28;17/02/2013 03:54;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1361071658890-16600_003;17/02/2013 04:29;17/02/2013 03:55;17/02/2013 06:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1361071658890-16600_002;17/02/2013 04:29;17/02/2013 03:55;17/02/2013 06:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1361071658890-16600_001;17/02/2013 04:29;17/02/2013 03:55;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_2003100000000000000_002;17/02/2013 18:51;17/02/2013 18:50;18/02/2013 00:10;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;0;580;;-;Active;MW;10YFR-RTE------C
04424_2003100000000000000_001;17/02/2013 18:51;17/02/2013 18:50;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;0;580;;-;Inactive;MW;10YFR-RTE------C
04424_20130217T1119440000_001;17/02/2013 11:19;18/02/2013 02:00;18/02/2013 05:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;800;510;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_1361178743437-21300_003;18/02/2013 10:14;18/02/2013 10:09;18/02/2013 16:07;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 3;17W100P100P0084D;EDF;17X100A100R00182;152;0;152;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1361178743437-21300_002;18/02/2013 10:14;18/02/2013 10:09;18/02/2013 16:07;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 3;17W100P100P0084D;EDF;17X100A100R00182;152;0;152;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1361178743437-21300_001;18/02/2013 10:14;18/02/2013 10:09;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 3;17W100P100P0084D;EDF;17X100A100R00182;152;0;152;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1361237327328-21200_003;19/02/2013 02:30;19/02/2013 02:25;19/02/2013 08:41;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1361237327328-21200_002;19/02/2013 02:30;19/02/2013 02:25;19/02/2013 10:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1361237327328-21200_001;19/02/2013 02:30;19/02/2013 02:25;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1361238575125-21100_003;19/02/2013 02:51;19/02/2013 02:25;19/02/2013 03:52;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 1;17W100P100P0082H;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1361238575125-21100_002;19/02/2013 02:51;19/02/2013 02:25;19/02/2013 03:52;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 1;17W100P100P0082H;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1361238575125-21100_001;19/02/2013 02:51;19/02/2013 02:25;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 1;17W100P100P0082H;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_2004100000000000000_002;19/02/2013 19:21;19/02/2013 19:15;20/02/2013 16:30;Indisponibilité fortuite;Gaz;Indisponibilité de production;MARTIGUES PONTEAU 5;17W100P100P0174C;EDF;17X100A100R00182;465;0;465;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_2004100000000000000_001;19/02/2013 19:21;19/02/2013 19:15;;Indisponibilité fortuite;Gaz;Indisponibilité de production;MARTIGUES PONTEAU 5;17W100P100P0174C;EDF;17X100A100R00182;465;0;465;;-;Inactive;MW;10YFR-RTE------C
7W100P100P000321902131822_002;19/02/2013 18:39;19/02/2013 18:22;19/02/2013 23:20;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;285;0;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P000321902131822_001;19/02/2013 18:39;19/02/2013 18:22;;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;140;145;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
7W100P100P0008T1902131944_001;19/02/2013 19:46;19/02/2013 19:44;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;110;120;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0008T1902132004_001;19/02/2013 20:05;19/02/2013 20:04;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;0;230;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0009R1902131913_001;19/02/2013 19:19;19/02/2013 19:13;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;370;225;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0009R1902132240_001;19/02/2013 23:14;19/02/2013 22:40;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Divers;-;Active;MW;10YFR-RTE------C
04424_1361408456671-21300_003;21/02/2013 02:02;21/02/2013 01:54;21/02/2013 03:35;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 3;17W100P100P0084D;EDF;17X100A100R00182;152;0;152;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Active;MW;10YFR-RTE------C
04424_1361408456671-21300_002;21/02/2013 02:02;21/02/2013 01:54;21/02/2013 03:35;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 3;17W100P100P0084D;EDF;17X100A100R00182;152;0;152;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_1361408456671-21300_001;21/02/2013 02:02;21/02/2013 01:54;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 3;17W100P100P0084D;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1361479269718-19000_002;21/02/2013 21:53;21/02/2013 21:10;25/02/2013 17:00;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;POUGET 4;17W100P100P0075E;EDF;17X100A100R00182;286;0;286;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1361479269718-19000_001;21/02/2013 21:53;21/02/2013 21:10;;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;POUGET 4;17W100P100P0075E;EDF;17X100A100R00182;286;0;286;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_2005400000000000000_002;21/02/2013 09:43;21/02/2013 09:40;21/02/2013 14:10;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;0;580;;-;Active;MW;10YFR-RTE------C
04424_2005400000000000000_001;21/02/2013 09:43;21/02/2013 09:40;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;0;580;;-;Inactive;MW;10YFR-RTE------C
04424_2005600000000000000_002;21/02/2013 18:02;21/02/2013 17:40;22/02/2013 05:05;Indisponibilité fortuite;Gaz;Indisponibilité de production;MARTIGUES PONTEAU 5;17W100P100P0174C;EDF;17X100A100R00182;465;0;465;;-;Active;MW;10YFR-RTE------C
04424_2005600000000000000_001;21/02/2013 18:02;21/02/2013 17:40;;Indisponibilité fortuite;Gaz;Indisponibilité de production;MARTIGUES PONTEAU 5;17W100P100P0174C;EDF;17X100A100R00182;465;0;465;;-;Inactive;MW;10YFR-RTE------C
04424_2005700000000000000_001;21/02/2013 23:17;21/02/2013 23:15;;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 2;17W100P100P00121;EDF;17X100A100R00182;250;0;250;;-;Active;MW;10YFR-RTE------C
04424_20130221T0416580000_007;21/02/2013 04:16;21/02/2013 04:00;21/02/2013 14:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;400;180;Approvisionnement - Manutention du combustible;-;Active;MW;10YFR-RTE------C
04424_20130221T0416580000_006;21/02/2013 04:16;21/02/2013 04:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;400;180;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20130221T0416580000_005;21/02/2013 04:16;21/02/2013 04:00;21/02/2013 10:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;300;280;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20130221T0416580000_004;21/02/2013 04:16;21/02/2013 04:00;21/02/2013 10:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;210;370;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20130221T0416580000_003;21/02/2013 04:16;21/02/2013 04:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;210;370;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20130221T0416580000_002;21/02/2013 04:16;21/02/2013 04:00;21/02/2013 06:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;210;370;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20130221T0416580000_001;21/02/2013 04:16;21/02/2013 04:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;200;380;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20130221T1434010000_002;21/02/2013 14:34;21/02/2013 14:30;21/02/2013 16:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;VITRY 4;17W100P100P0027P;EDF;17X100A100R00182;250;130;120;Auxiliaires;-;Active;MW;10YFR-RTE------C
04424_20130221T1434010000_001;21/02/2013 14:34;21/02/2013 14:30;;Indisponibilité fortuite;Charbon;Indisponibilité de production;VITRY 4;17W100P100P0027P;EDF;17X100A100R00182;250;130;120;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_20130221T1535140000_001;21/02/2013 15:35;21/02/2013 15:30;23/02/2013 12:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;327;253;Auxiliaires;-;Active;MW;10YFR-RTE------C
04424_20130221T1544580000_002;21/02/2013 15:44;21/02/2013 12:30;21/02/2013 20:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE (LE) 2;17W100P100P0022Z;EDF;17X100A100R00182;585;450;135;Divers;-;Active;MW;10YFR-RTE------C
04424_20130221T1544580000_001;21/02/2013 15:44;21/02/2013 12:30;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE (LE) 2;17W100P100P0022Z;EDF;17X100A100R00182;585;450;135;Divers;-;Inactive;MW;10YFR-RTE------C
04424_2006600000000000000_003;22/02/2013 18:50;22/02/2013 18:45;22/02/2013 19:10;Indisponibilité fortuite;Fioul;Indisponibilité de production;ARRIGHI 2;17W100P100P0032W;EDF;17X100A100R00182;129;0;129;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_2006600000000000000_002;22/02/2013 18:50;22/02/2013 18:45;22/02/2013 19:10;Indisponibilité fortuite;Fioul;Indisponibilité de production;ARRIGHI 2;17W100P100P0032W;EDF;17X100A100R00182;129;0;129;;-;Inactive;MW;10YFR-RTE------C
04424_2006600000000000000_001;22/02/2013 18:50;22/02/2013 18:45;;Indisponibilité fortuite;Fioul;Indisponibilité de production;ARRIGHI 2;17W100P100P0032W;EDF;17X100A100R00182;129;0;129;;-;Inactive;MW;10YFR-RTE------C
04424_2006700000000000000_002;22/02/2013 19:01;22/02/2013 18:30;25/02/2013 18:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;GENNEVILLIERS 1;17W100P100P0037M;EDF;17X100A100R00182;203;0;203;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_2006700000000000000_001;22/02/2013 19:01;22/02/2013 18:30;;Indisponibilité fortuite;Gaz;Indisponibilité de production;GENNEVILLIERS 1;17W100P100P0037M;EDF;17X100A100R00182;203;0;203;;-;Inactive;MW;10YFR-RTE------C
04424_20130222T1342080000_003;22/02/2013 13:42;22/02/2013 19:30;23/02/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 2;17W100P100P0093C;EDF;17X100A100R00182;910;560;350;Divers;-;Active;MW;10YFR-RTE------C
04424_20130222T1342080000_002;22/02/2013 13:42;22/02/2013 19:30;23/02/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 2;17W100P100P0093C;EDF;17X100A100R00182;910;404;506;Divers;-;Inactive;MW;10YFR-RTE------C
