Identifiant du message;Date et heure de la publication;Date de début;Date de fin prévisionnelle;Type d'indisponibilité;Filière de production;Type d'évènement;Nom du groupe ou de la centrale de production;Code EIC du groupe ou de la centrale de production;Société;Code EIC de la société;Capacité installée;Capacité disponible;Capacité indisponible;Cause de l'arrêt;Remarques;Statut;Unité de mesure;Code localisation
COMBICC120131023075700000_005;23/10/2013 10:01;23/10/2013 09:57;26/10/2013 00:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
COMBICC120131023075700000_003;23/10/2013 10:01;23/10/2013 09:57;25/10/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
COMBICC120131023075700000_003;23/10/2013 10:01;23/10/2013 09:57;25/10/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
COMBICC120131023075700000_002;23/10/2013 10:01;23/10/2013 09:57;24/10/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
COMBICC120131023075700000_001;23/10/2013 10:01;23/10/2013 09:57;23/10/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1382559829018-60000_001;24/10/2013 00:37;23/10/2013 22:10;24/10/2013 00:33;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;AIGLE 6;17W100P100P0051S;EDF;17X100A100R00182;146;0;146;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1382630631338-67000_003;24/10/2013 18:05;24/10/2013 17:56;24/10/2013 19:12;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;CHEYLAS 2;17W100P100P0057G;EDF;17X100A100R00182;259;0;259;Réseau de transport;-;Active;MW;10YFR-RTE------C
04424_1382630631338-67000_002;24/10/2013 18:05;24/10/2013 17:56;24/10/2013 19:12;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;CHEYLAS 2;17W100P100P0057G;EDF;17X100A100R00182;259;0;259;Réseau de transport;-;Inactive;MW;10YFR-RTE------C
04424_1382630631338-67000_001;24/10/2013 18:05;24/10/2013 17:56;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;CHEYLAS 2;17W100P100P0057G;EDF;17X100A100R00182;259;0;259;Réseau de transport;-;Inactive;MW;10YFR-RTE------C
04424_20131024T0444220000_001;24/10/2013 04:44;24/10/2013 04:45;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 2;17W100P100P0150Q;EDF;17X100A100R00182;915;0;915;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2410130655_002;24/10/2013 07:06;24/10/2013 06:55;24/10/2013 10:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2410130655_001;24/10/2013 06:56;24/10/2013 06:55;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R2410131101_002;24/10/2013 11:02;24/10/2013 11:01;24/10/2013 19:15;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2410131101_001;24/10/2013 11:02;24/10/2013 11:01;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_20131025T0706420000_003;25/10/2013 07:06;25/10/2013 07:05;25/10/2013 14:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 1;17W100P100P0092E;EDF;17X100A100R00182;910;755;155;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131025T0706420000_002;25/10/2013 07:06;25/10/2013 07:05;25/10/2013 14:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 1;17W100P100P0092E;EDF;17X100A100R00182;910;755;155;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131025T0706420000_001;25/10/2013 07:06;25/10/2013 07:05;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 1;17W100P100P0092E;EDF;17X100A100R00182;910;755;155;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131025T0857540000_001;25/10/2013 08:57;25/10/2013 08:56;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;180;400;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20131025T1833080000_002;25/10/2013 18:33;25/10/2013 18:25;25/10/2013 21:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 2;17W100P100P0150Q;EDF;17X100A100R00182;915;0;915;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_20131025T1833080000_001;25/10/2013 18:33;25/10/2013 18:25;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 2;17W100P100P0150Q;EDF;17X100A100R00182;915;0;915;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R2510130612_002;25/10/2013 06:13;25/10/2013 06:12;25/10/2013 15:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;290;305;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2510130612_001;25/10/2013 06:13;25/10/2013 06:12;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;290;305;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
DK6-220131025135000000000_003;25/10/2013 15:57;25/10/2013 15:50;26/10/2013 06:39;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 2;17W100P100P0170K;ENGIE;17X100A100F0054X;400;167;233;Divers;-;Active;MW;10YFR-RTE------C
DK6-220131025135000000000_002;25/10/2013 15:57;25/10/2013 15:50;26/10/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 2;17W100P100P0170K;ENGIE;17X100A100F0054X;400;167;233;Divers;-;Inactive;MW;10YFR-RTE------C
DK6-220131025135000000000_001;25/10/2013 15:57;25/10/2013 15:50;25/10/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 2;17W100P100P0170K;ENGIE;17X100A100F0054X;400;167;233;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20131026T1018210000_002;26/10/2013 10:18;26/10/2013 09:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;780;130;Divers;-;Active;MW;10YFR-RTE------C
04424_20131026T1018210000_001;26/10/2013 10:18;26/10/2013 09:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;780;130;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20131027T0453010000_002;27/10/2013 04:53;27/10/2013 03:16;27/10/2013 08:15;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 4;17W100P100P00958;EDF;17X100A100R00182;910;375;535;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20131027T0453010000_001;27/10/2013 04:53;27/10/2013 03:16;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 4;17W100P100P00958;EDF;17X100A100R00182;910;375;535;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131027T0607370000_002;27/10/2013 06:07;27/10/2013 04:15;27/10/2013 04:15;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;650;660;Non encore déterminée;-;Annulée;MW;10YFR-RTE------C
04424_20131027T0607370000_001;27/10/2013 06:07;27/10/2013 04:15;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;650;660;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_20131027T1027410000_002;27/10/2013 10:27;27/10/2013 08:45;27/10/2013 10:45;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 4;17W100P100P00958;EDF;17X100A100R00182;910;630;280;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_20131027T1027410000_001;27/10/2013 10:27;27/10/2013 08:45;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 4;17W100P100P00958;EDF;17X100A100R00182;910;630;280;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
7W100P100P000242710132256_001;27/10/2013 22:58;27/10/2013 22:56;28/10/2013 04:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 4;17W100P100P00024;GAZEL ENERGIE;17X100A100R0056V;115;0;115;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131028T0706240000_002;28/10/2013 07:06;28/10/2013 05:40;28/10/2013 06:20;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 4;17W100P100P0105V;EDF;17X100A100R00182;1300;1115;185;;-;Active;MW;10YFR-RTE------C
04424_20131028T0706240000_001;28/10/2013 07:06;28/10/2013 05:40;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 4;17W100P100P0105V;EDF;17X100A100R00182;1300;1115;185;;-;Inactive;MW;10YFR-RTE------C
04424_20131028T1130210000_002;28/10/2013 11:30;28/10/2013 11:12;29/10/2013 07:53;Indisponibilité fortuite;Fioul;Indisponibilité de production;PORCHEVILLE 3;17W100P100P0044P;EDF;17X100A100R00182;535;0;535;Non encore déterminée;-;Active;MW;10YFR-RTE------C
04424_20131028T1130210000_001;28/10/2013 11:30;28/10/2013 11:12;;Indisponibilité fortuite;Fioul;Indisponibilité de production;PORCHEVILLE 3;17W100P100P0044P;EDF;17X100A100R00182;535;0;535;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20131028T1621520000_002;28/10/2013 16:21;28/10/2013 17:00;28/10/2013 17:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;750;580;Non encore déterminée;-;Annulée;MW;10YFR-RTE------C
04424_20131028T1621520000_001;28/10/2013 16:21;28/10/2013 17:00;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;750;580;Divers;-;Inactive;MW;10YFR-RTE------C
7W100P100P0005Z2810130709_002;28/10/2013 07:13;28/10/2013 07:09;28/10/2013 10:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0005Z2810130709_001;28/10/2013 07:13;28/10/2013 07:09;;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
7W100P100P0005Z2810131019_002;28/10/2013 10:21;28/10/2013 10:19;28/10/2013 13:10;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0005Z2810131019_001;28/10/2013 10:21;28/10/2013 10:19;;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20131029T0409480000_002;29/10/2013 04:09;29/10/2013 04:08;29/10/2013 06:15;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;0;580;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131029T0409480000_001;29/10/2013 04:09;29/10/2013 04:08;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;0;580;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131029T0514110000_002;29/10/2013 05:14;29/10/2013 05:00;29/10/2013 06:15;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131029T0514110000_001;29/10/2013 05:14;29/10/2013 05:00;29/10/2013 07:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131029T1044310000_003;29/10/2013 10:44;29/10/2013 10:39;29/10/2013 22:30;Indisponibilité fortuite;Fioul;Indisponibilité de production;ARAMON 1;17W100P100P0028N;EDF;17X100A100R00182;685;0;685;;-;Active;MW;10YFR-RTE------C
04424_20131029T1044310000_002;29/10/2013 10:44;29/10/2013 10:39;29/10/2013 22:30;Indisponibilité fortuite;Fioul;Indisponibilité de production;ARAMON 1;17W100P100P0028N;EDF;17X100A100R00182;685;0;685;;-;Inactive;MW;10YFR-RTE------C
04424_20131029T1044310000_001;29/10/2013 10:44;29/10/2013 10:39;;Indisponibilité fortuite;Fioul;Indisponibilité de production;ARAMON 1;17W100P100P0028N;EDF;17X100A100R00182;685;0;685;;-;Inactive;MW;10YFR-RTE------C
04424_20131029T2103440000_002;29/10/2013 21:03;29/10/2013 21:00;29/10/2013 22:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;420;160;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20131029T2103440000_001;29/10/2013 21:03;29/10/2013 21:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;420;160;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131029T2220070000_002;29/10/2013 22:20;29/10/2013 22:15;01/11/2013 05:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;0;580;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20131029T2220070000_001;29/10/2013 22:20;29/10/2013 22:15;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;0;580;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R2910131533_002;29/10/2013 15:33;29/10/2013 15:33;29/10/2013 22:45;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;310;285;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2910131533_001;29/10/2013 15:33;29/10/2013 15:33;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;310;285;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20131030T0344140000_002;30/10/2013 03:44;30/10/2013 03:30;30/10/2013 04:45;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 2;17W100P100P0150Q;EDF;17X100A100R00182;915;670;245;Non encore déterminée;-;Active;MW;10YFR-RTE------C
04424_20131030T0344140000_001;30/10/2013 03:44;30/10/2013 03:30;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 2;17W100P100P0150Q;EDF;17X100A100R00182;915;670;245;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20131030T0639020000_002;30/10/2013 06:39;30/10/2013 06:00;30/10/2013 18:50;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 2;17W100P100P0150Q;EDF;17X100A100R00182;915;782;133;Non encore déterminée;-;Active;MW;10YFR-RTE------C
04424_20131030T0639020000_001;30/10/2013 06:39;30/10/2013 06:00;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 2;17W100P100P0150Q;EDF;17X100A100R00182;915;782;133;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20131030T1247270000_002;30/10/2013 12:47;30/10/2013 12:35;31/10/2013 17:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;0;910;Non encore déterminée;-;Active;MW;10YFR-RTE------C
04424_20131030T1247270000_001;30/10/2013 12:47;30/10/2013 12:35;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;0;910;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
7W100P100P0007V3010130920_002;30/10/2013 09:30;30/10/2013 09:20;30/10/2013 15:50;Indisponibilité fortuite;Charbon;Indisponibilité de production;LUCY 3;17W100P100P0007V;GAZEL ENERGIE;17X100A100R0056V;245;245;0;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0007V3010130920_001;30/10/2013 09:30;30/10/2013 09:20;;Indisponibilité fortuite;Charbon;Indisponibilité de production;LUCY 3;17W100P100P0007V;GAZEL ENERGIE;17X100A100R0056V;245;100;145;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1383200410905-10200_004;31/10/2013 07:38;31/10/2013 07:19;31/10/2013 08:08;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 9;17W100P100P00699;EDF;17X100A100R00182;157;0;157;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1383200410905-10200_003;31/10/2013 07:38;31/10/2013 07:19;31/10/2013 08:08;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 9;17W100P100P00699;EDF;17X100A100R00182;157;0;157;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1383200410905-10200_002;31/10/2013 07:38;31/10/2013 07:19;31/10/2013 08:08;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 9;17W100P100P00699;EDF;17X100A100R00182;157;0;157;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1383200410905-10200_001;31/10/2013 07:38;31/10/2013 07:19;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 9;17W100P100P00699;EDF;17X100A100R00182;157;0;157;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20131031T1444030000_002;31/10/2013 14:44;01/11/2013 12:00;04/11/2013 00:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 1;17W100P100P0024V;EDF;17X100A100R00182;250;0;250;Divers;-;Active;MW;10YFR-RTE------C
04424_20131031T1444030000_001;31/10/2013 14:44;01/11/2013 12:00;04/11/2013 00:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 1;17W100P100P0024V;EDF;17X100A100R00182;250;0;250;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20131031T1448170000_003;31/10/2013 14:48;01/11/2013 00:00;03/11/2013 00:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Divers;-;Active;MW;10YFR-RTE------C
04424_20131031T1448170000_002;31/10/2013 14:48;01/11/2013 00:00;05/11/2013 00:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20131031T1448170000_001;31/10/2013 14:48;01/11/2013 00:00;05/11/2013 00:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20131031T1801230000_004;31/10/2013 18:01;31/10/2013 20:00;02/11/2013 06:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 1;17W100P100P0120Z;EDF;17X100A100R00182;890;0;890;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20131031T1801230000_003;31/10/2013 18:01;31/10/2013 19:00;02/11/2013 06:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 1;17W100P100P0120Z;EDF;17X100A100R00182;890;0;890;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131031T1801230000_002;31/10/2013 18:01;31/10/2013 19:00;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 1;17W100P100P0120Z;EDF;17X100A100R00182;890;0;890;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131031T1801230000_001;31/10/2013 18:01;31/10/2013 19:00;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 1;17W100P100P0120Z;EDF;17X100A100R00182;890;0;890;Divers;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R3110131033_002;31/10/2013 10:35;31/10/2013 10:33;31/10/2013 11:22;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;310;285;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P0009R3110131033_001;31/10/2013 10:35;31/10/2013 10:33;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;310;285;Divers;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R3110131124_002;31/10/2013 11:25;31/10/2013 11:24;31/10/2013 18:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;595;0;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P0009R3110131124_001;31/10/2013 11:25;31/10/2013 11:24;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;380;215;Divers;-;Inactive;MW;10YFR-RTE------C
04424_1383287450124-16400_002;01/11/2013 07:33;01/11/2013 07:22;04/11/2013 12:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 1;17W100P100P0071M;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1383287450124-16400_001;01/11/2013 07:33;01/11/2013 07:22;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 1;17W100P100P0071M;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1383287469420-16500_003;01/11/2013 07:33;01/11/2013 07:30;01/11/2013 09:45;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1383287469420-16500_002;01/11/2013 07:33;01/11/2013 07:30;01/11/2013 09:45;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1383287469420-16500_001;01/11/2013 07:33;01/11/2013 07:30;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1383287496889-16600_003;01/11/2013 07:33;01/11/2013 07:31;01/11/2013 09:45;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1383287496889-16600_002;01/11/2013 07:33;01/11/2013 07:31;01/11/2013 09:45;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1383287496889-16600_001;01/11/2013 07:33;01/11/2013 07:31;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 3;17W100P100P0073I;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1383287538592-16700_003;01/11/2013 07:34;01/11/2013 07:32;01/11/2013 09:45;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 4;17W100P100P0074G;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1383287538592-16700_002;01/11/2013 07:34;01/11/2013 07:32;01/11/2013 09:45;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 4;17W100P100P0074G;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1383287538592-16700_001;01/11/2013 07:34;01/11/2013 07:32;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 4;17W100P100P0074G;EDF;17X100A100R00182;227;0;227;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20131102T0958080000_002;02/11/2013 09:58;02/11/2013 09:50;03/11/2013 12:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BUGEY 4;17W100P100P00982;EDF;17X100A100R00182;880;0;880;Divers;-;Active;MW;10YFR-RTE------C
